All files in dir with Aglaomelissa_duckei-READ2.fastq.gz,323069,39350187,121.80118488620079,0.019307347895671224,40,125,125.0
All files in dir with Ancyla_holtzi-READ2.fastq.gz,565892,53197553,94.00654718568208,0.03238988163374274,40,125,90.0
All files in dir with Canephorula_apiformis-READ2.fastq.gz,282474,29586199,104.73954771058575,0.04670844962151975,40,125,123.0
All files in dir with Eremapis_parvula-READ2.fastq.gz,308667,32787460,106.2227578587928,0.039299824288405845,40,125,124.0
All files in dir with Tropidopedia_aff_peruana-READ2.fastq.gz,201743,17579475,87.13796761225916,0.05345998941273689,40,125,83.0
